intents,content
assignment_evaluation,I have also submitted assignments How much time does it take before they are evaluated?
assignment_evaluation,"I have submitted my assignment ,still no response i have submitte long before it was submitted at june 18 okk"
assignment_evaluation,"So, when our batch assignments will get check?"
assignment_evaluation,"Also , actually I have submitted python assignment 3 in ML dashboard 28 March on 4th july but its still not evaluated."
assignment_evaluation,"also the assignment which I have already submitted, it will be checked right? I submitted it on 4 july only thats why I am just asking"
assignment_evaluation,Sir I just wanted to know that I had submitted my assignment 5 days ago but it&apos;s not evaluated yet. Is there any issue with my submissions because as informed by Sudhanshu it should be evaluated within 2 days.
assignment_evaluation,"looks like my assignemnt 2 is yet to be evaluated,"
assignment_evaluation,So when u will start giving grades...I hv already submitted some assignments bt I have not received any grades
assignment_evaluation,I have submitted my assignment but not graded yet
assignment_evaluation,"Hi I am from DLCVNLP batch, I wanted to know that I have submitted the Python Assignment -1. But cant see any grade score for that. Can you tell when it will be evaluated and get scored."
assignment_evaluation,I have submitted the Assignment 1 for python and Assignment 1 and 2 of power bi...My grade is not showing on mmy dashboard. My question is am I not graded yet or I have done some mistake in submitting the assignment.
assignment_evaluation,"Hello Team, is power Bi assignment not graded yet?"
assignment_evaluation,My pandas assignment hasn&apos;t been graded yet. Is there anything i need to be worried about? ML Feb 22 batch.
assignment_evaluation,How to check assignment grade points.
assignment_evaluation,how it will be graded
assignment_evaluation,"Hello sir
How to check my grades"
assignment_evaluation,"When can I expect grades for my 1st assignment.
It has already completed 2 weeks"
assignment_evaluation,Sir have you post the grades of the given assignments ?
assignment_evaluation,hi.. i have submitted my assignment 1 and 2(MLD) 10 days back..can you please advise by when i will be getting my grade
assignment_evaluation,Wanted to check in how much time we get the Grades against the assignment submission?
assignment_evaluation,Hey its been 20+ days and the assignments i submitted are still not reviewed or graded.
assignment_evaluation,session 2 assignment 1 is submitted pls review it.
assignment_evaluation,Sir Will my assignments be graded after the course timeline ends in June or July?
assignment_exception_handling,sir i didnt understand this question...what should be the output? Write a function to compute 5/0 and use try/except to catch the exceptions. so we should just catch the exceptions...thats all right?
assignment_exception_handling,I need some clarification in Exception Handling Assignment
assignment_exception_handling,the exception handling assignment in mld
assignment_KNN,I am facing problem with the knn assignment
assignment_KNN,Knn assignment From Ml module 3
assignment_KNN,i was doing the KNN assignment and there i got the value for mse = 9324.400503 is it gd
assignment_KNN,i have done the knn assignment there i am getting the score of 95% and mse value 989.00. but after performing the hyperparameter tunning i got score of 97% and mse value 7645.64. is it correct
assignment_LinearRegression,"Sir, I am trying to do the linear regression assignment but the data does not clearly say which column is which and i am not understanding which one is the Y variable"
assignment_LinearRegression,"But this is giving me same prediction value for all combination. No, that is assignment of linear regression"
assignment_LinearRegression,Sir how can we get the Boston data on which we have a linear regression assignment.I can&apos;t find it .
assignment_LinearRegression,"i was doing the assignment of linear regression and found that the column names are 1,2,3,4,5 etc. How can i know which column name is price ?"
assignment_LinearRegression,i have a doubt in Linear regression Assignment
assignment_link,Sir .  i am trying to Download Assignment 3 &amp; 4 but its not opening from the given link
assignment_link,"Sir,
I want to do some practice on those topics which have been covered till now ..So how can I get exercise file..??"
assignment_link,"I&apos;m trying to read data using as below but getting error, is there anything wrong that I&apos;m doing?"
assignment_link,"Hello Team,
My registered email address is <a href=""mailto:nileshyendhe@gmail.com"">nileshyendhe@gmail.com</a> and course details are ML masters with deployment and deep learning 29th Aug.

I am not able to access assignment. Please find the attached screen-shot.
Kindly do the needful

"
assignment_link,"Then, can you please help me with the actual path of the assignment"
assignment_link,Access was not given to the link that was shared today regarding the assignments ..
assignment_link,"and for tableau certification, please share link of the assignment"
assignment_link,can you please help on assignments link in dashboard!! I&apos;m unable to view the assignments document that was uploaded by you
assignment_link,"I joined PowerBI &amp; Tableau classes But canâ€™t access assignments, it showing error unauthorized BIT3 &amp; BIT9 both are same? Could you please help me to give access!"
assignment_link,My query is regarding Assignment Submission link
assignment_link,In logistic regression assignment it is asking to build decision tree model and in decision tree assignment the link is blank
assignment_link,To assignment link of google colab.
assignment_link,I couldn&apos;t open the link under the task 1 in the assignment pdf
